year,scholarship_type,scholarship_scheme,student_country,university_name,university_type,university_state,course_level,course_name,specialization,course_duration,available_slots,estimated_selected_students,field_category
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,25,24,Business/Management
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MCA,Computer Science,2,20,18,Technology
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,15,13,Science
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BSc,Statistics,3,15,12,Science
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Mathematics,3,15,12,Science
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,12,10,Science
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Software Engineering,2,15,14,Technology
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Mechanical Engineering,2,12,11,Engineering
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,UG,BSc,Mathematics,3,15,13,Science
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Computer Science,2,12,11,Technology
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,UG,BBA,Business Administration,3,15,14,Business/Management
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,PG,MBA,Business Administration,2,12,9,Business/Management
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,20,18,Science
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MSc,Statistics,2,12,11,Science
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BBA,Business Administration,3,25,23,Business/Management
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MCA,Computer Science,2,20,18,Technology
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Statistics,3,18,15,Science
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MCA,Computer Science,2,15,13,Technology
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Electrical Engineering,4,6,5,Engineering
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,6,6,Engineering
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Mechanical Engineering,2,8,7,Engineering
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MBA,Business Administration,2,15,11,Business/Management
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MBA,Business Administration,2,12,10,Business/Management
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MCA,Computer Science,2,15,12,Technology
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Electrical Engineering,2,12,10,Engineering
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Computer Science,2,15,13,Technology
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MSc,Statistics,2,12,10,Science
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Software Engineering,2,12,10,Technology
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MBA,Business Administration,2,15,12,Business/Management
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MBA,Business Administration,2,18,14,Business/Management
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Osmania University,State,Telangana,UG,BSc,Computer Science,3,25,23,Technology
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,Computer Science,2,5,5,Technology
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Mechanical Engineering,2,5,4,Engineering
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BSc,Mathematics,3,15,14,Science
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BBA,Business Administration,3,25,23,Business/Management
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BBA,Business Administration,3,20,18,Business/Management
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Computer Science,3,25,21,Technology
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Data Science,2,10,8,Technology
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,30,27,Business/Management
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MBA,Business Administration,2,15,10,Business/Management
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,20,17,Technology
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,PG,MSc,Computer Science,2,15,12,Technology
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,30,25,Business/Management
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MBA,Business Administration,2,15,10,Business/Management
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Mechanical Engineering,4,5,5,Engineering
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,5,5,Engineering
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Software Engineering,4,5,4,Engineering
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Mechanical Engineering,4,5,4,Engineering
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,5,4,Engineering
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Software Engineering,2,5,4,Technology
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,25,21,Business/Management
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MCA,Computer Science,2,20,16,Technology
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,15,12,Science
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BSc,Statistics,3,15,11,Science
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Mathematics,3,15,12,Science
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,15,12,Science
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Software Engineering,2,15,13,Technology
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Mechanical Engineering,2,12,10,Engineering
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,UG,BSc,Mathematics,3,15,12,Science
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Computer Science,2,12,10,Technology
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,UG,BBA,Business Administration,3,15,12,Business/Management
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,PG,MBA,Business Administration,2,12,8,Business/Management
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,20,17,Science
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MSc,Statistics,2,12,10,Science
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BBA,Business Administration,3,25,21,Business/Management
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MCA,Computer Science,2,20,16,Technology
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Statistics,3,20,17,Science
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MCA,Computer Science,2,15,12,Technology
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Electrical Engineering,4,5,4,Engineering
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,5,5,Engineering
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Electrical Engineering,2,10,8,Engineering
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MBA,Business Administration,2,15,10,Business/Management
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MBA,Business Administration,2,12,9,Business/Management
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MCA,Computer Science,2,15,12,Technology
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Electrical Engineering,2,12,10,Engineering
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Computer Science,2,15,12,Technology
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MSc,Statistics,2,12,10,Science
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Software Engineering,2,12,9,Technology
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MBA,Business Administration,2,15,11,Business/Management
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MBA,Business Administration,2,18,13,Business/Management
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Osmania University,State,Telangana,UG,BSc,Computer Science,3,25,21,Technology
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,Computer Science,2,5,4,Technology
2020,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Mechanical Engineering,2,5,4,Engineering
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BSc,Mathematics,3,15,12,Science
2020,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BBA,Business Administration,3,25,21,Business/Management
2020,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BBA,Business Administration,3,20,16,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Data Science,3,20,18,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Computer Science,2,20,17,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,30,27,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,PG,MBA,Business Administration,2,20,15,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,25,23,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,PG,MSc,Statistics,2,15,14,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,30,28,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,PG,MBA,Business Administration,2,15,11,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Mechanical Engineering,4,6,6,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,6,6,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,AI / Machine Learning,4,5,5,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Mechanical Engineering,4,6,5,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,6,5,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Software Engineering,2,8,7,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,25,23,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,PG,MCA,Software Engineering,2,20,18,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,15,13,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BSc,Mathematics,3,15,13,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Mathematics,3,15,13,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,15,13,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Computer Science,2,15,13,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Mechanical Engineering,2,12,11,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,UG,BSc,Mathematics,3,15,13,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Computer Science,2,15,13,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kurukshetra University,State,Haryana,UG,BBA,Business Administration,3,15,13,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kurukshetra University,State,Haryana,PG,MBA,Business Administration,2,15,11,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,20,18,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MSc,Statistics,2,15,13,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BBA,Business Administration,3,30,28,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,PG,MCA,Computer Science,2,20,18,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Statistics,3,20,18,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,PG,MCA,Computer Science,2,20,17,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Electrical Engineering,4,6,6,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,6,6,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Electrical Engineering,2,10,9,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,PG,MBA,Business Administration,2,15,11,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MBA,Business Administration,2,15,12,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MCA,Computer Science,2,15,13,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Electrical Engineering,2,15,13,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Computer Science,2,15,13,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MSc,Statistics,2,15,13,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Software Engineering,2,15,13,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MBA,Business Administration,2,15,12,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MBA,Business Administration,2,20,15,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BSc,Computer Science,3,25,23,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,Computer Science,2,6,6,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Mechanical Engineering,2,6,5,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BSc,Mathematics,3,20,18,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BBA,Business Administration,3,25,23,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BBA,Business Administration,3,20,18,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Data Science,3,40,38,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,AI / Machine Learning,2,30,28,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,45,42,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,PG,MBA,Business Administration,2,25,20,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,30,29,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,PG,MSc,Data Science,2,20,19,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,40,38,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,PG,MBA,Business Administration,2,20,16,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,15,15,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,AI / Machine Learning,2,10,10,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Software Engineering,4,15,14,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Data Science,2,10,9,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,12,11,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Software Engineering,2,10,9,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,30,28,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,PG,MCA,Computer Science,2,30,28,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,20,18,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BSc,Mathematics,3,25,23,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Mathematics,3,25,22,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,20,18,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Computer Science,2,20,18,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Mechanical Engineering,2,15,13,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,UG,BSc,Mathematics,3,20,18,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Computer Science,2,20,18,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kurukshetra University,State,Haryana,UG,BBA,Business Administration,3,20,18,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kurukshetra University,State,Haryana,PG,MBA,Business Administration,2,15,11,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,25,23,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MSc,Statistics,2,20,18,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BBA,Business Administration,3,35,33,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,PG,MCA,Computer Science,2,25,23,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Statistics,3,25,23,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,PG,MCA,Computer Science,2,25,22,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Electrical Engineering,4,12,12,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,15,14,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Electrical Engineering,2,12,11,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,PG,MBA,Business Administration,2,20,15,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MBA,Business Administration,2,20,16,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MCA,Computer Science,2,20,18,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Electrical Engineering,2,18,16,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Computer Science,2,18,16,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MSc,Statistics,2,18,16,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Software Engineering,2,20,18,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MBA,Business Administration,2,20,16,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MBA,Business Administration,2,25,19,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BSc,Computer Science,3,30,28,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,Computer Science,2,10,10,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Mechanical Engineering,2,10,9,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BSc,Mathematics,3,25,23,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BBA,Business Administration,3,30,28,Business/Management
